1	9
1	378
1	415
1	619
1	642
1	757
1	782
1	837
1	941
1	966
1	1119
1	1202
1	1243
1	1249
1	1418
1	1742
1	2119
1	2162
1	2238
1	2469
1	2475
1	2543
1	2613
1	2851
1	2863
1	2909
1	3109
1	3172
1	3196
1	3567
1	3585
1	4091
1	4696
2	88
2	275
2	362
2	382
2	412
2	1240
2	1359
2	1939
2	2049
2	2255
2	2276
2	2637
2	2666
2	2740
2	2800
2	3007
2	3152
2	3210
2	3547
2	3679
2	3691
2	3737
2	3971
2	4255
2	4324
2	4336
2	4396
2	4624
2	4668
2	4743
2	4757
2	4833
2	4960
3	37
3	115
3	263
3	537
3	738
3	1130
3	1201
3	1551
3	1974
3	2017
3	2131
3	2262
3	2376
3	2529
3	2625
3	2691
3	2696
3	2728
3	2780
3	2903
3	3116
3	3452
3	3499
3	3522
3	3673
3	3957
3	4086
3	4320
3	4632
3	4844
3	4853
3	4895
3	4950
4	126
4	283
4	339
4	426
4	470
4	474
4	651
4	1265
4	1583
4	1589
4	1596
4	1886
4	2425
4	3015
4	3024
4	3073
4	3207
4	3336
4	3366
4	3477
4	3496
4	3571
4	3785
4	3895
4	4325
4	4418
4	4539
4	4723
4	4742
4	4813
4	4867
4	4920
4	4923
5	34
5	257
5	474
5	513
5	956
5	1286
5	1302
5	1488
5	1749
5	1975
5	2046
5	2049
5	2147
5	2710
5	2733
5	2794
5	2941
5	3037
5	3056
5	3283
5	3286
5	3462
5	3483
5	3540
5	3653
5	3953
5	4113
5	4210
5	4212
5	4291
5	4557
5	4731
5	4750
6	68
6	371
6	501
6	536
6	555
6	623
6	817
6	848
6	851
6	867
6	1183
6	1524
6	2002
6	2144
6	2205
6	2344
6	2478
6	2629
6	2831
6	2869
6	3118
6	3352
6	3734
6	3756
6	3857
6	3963
6	3992
6	4096
6	4332
6	4358
6	4484
6	4958
6	4996
7	148
7	190
7	354
7	465
7	636
7	1044
7	1239
7	1388
7	1627
7	1643
7	1721
7	1745
7	1889
7	1987
7	2013
7	2177
7	2355
7	2368
7	2726
7	2898
7	3132
7	3201
7	3280
7	3330
7	3455
7	3481
7	3589
7	3780
7	3812
7	3891
7	4247
7	4466
7	4977
8	234
8	328
8	639
8	666
8	1049
8	1503
8	1848
8	1871
8	2004
8	2348
8	2486
8	2545
8	2647
8	2661
8	2952
8	3305
8	3395
8	3467
8	3516
8	3628
8	3645
8	3697
8	3890
8	3950
8	4099
8	4136
8	4187
8	4260
8	4395
8	4548
8	4681
8	4740
8	4800
9	1
9	126
9	415
9	619
9	837
9	941
9	966
9	1320
9	1418
9	1503
9	1621
9	1668
9	1742
9	2119
9	2374
9	2613
9	2712
9	2851
9	2909
9	3050
9	3109
9	3126
9	3172
9	3246
9	3422
9	3585
9	4091
9	4109
9	4213
9	4289
9	4409
9	4490
9	4800
10	137
10	327
10	493
10	500
10	580
10	802
10	996
10	1544
10	1705
10	1749
10	2017
10	2046
10	2051
10	2243
10	2276
10	2547
10	2805
10	2906
10	3105
10	3432
10	3593
10	3612
10	3733
10	3771
10	4201
10	4317
10	4473
10	4571
10	4611
10	4832
10	4884
10	4970
10	4974
11	55
11	114
11	129
11	136
11	182
11	229
11	256
11	327
11	370
11	386
11	543
11	567
11	575
11	627
11	858
11	1065
11	1068
11	1935
11	2152
11	2275
11	2503
11	2707
11	2742
11	2950
11	3104
11	3163
11	3375
11	3564
11	4322
11	4419
11	4512
11	4574
11	4622
12	792
12	795
12	797
12	1258
12	1382
12	1451
12	1542
12	2259
12	2362
12	2500
12	2721
12	2987
12	3043
12	3096
12	3420
12	3629
12	3630
12	3826
12	3910
12	4019
12	4084
12	4271
12	4296
12	4307
12	4329
12	4344
12	4362
12	4483
12	4508
12	4630
12	4686
12	4715
12	4907
13	27
13	352
13	479
13	742
13	881
13	924
13	1210
13	1337
13	1350
13	1534
13	1702
13	1718
13	1765
13	2153
13	2460
13	2508
13	2690
13	2832
13	3043
13	3283
13	3957
13	4035
13	4138
13	4238
13	4252
13	4334
13	4456
13	4630
13	4635
13	4746
13	4782
13	4830
13	5000
14	96
14	192
14	255
14	450
14	542
14	749
14	1102
14	1158
14	1262
14	1416
14	1513
14	1603
14	1772
14	1868
14	1939
14	2076
14	2089
14	2202
14	2336
14	2404
14	2530
14	3134
14	3483
14	4050
14	4110
14	4398
14	4477
14	4619
14	4662
14	4759
14	4902
14	4962
14	4969
15	188
15	231
15	383
15	460
15	548
15	616
15	725
15	855
15	1610
15	1636
15	1828
15	1845
15	2057
15	2260
15	2827
15	2892
15	3431
15	3655
15	3772
15	3996
15	4158
15	4223
15	4229
15	4271
15	4295
15	4399
15	4428
15	4476
15	4729
15	4832
15	4838
15	4894
15	4961
16	111
16	354
16	392
16	614
16	1098
16	1276
16	1415
16	2019
16	2226
16	2391
16	2450
16	2583
16	2632
16	2684
16	2706
16	2896
16	2959
16	3088
16	3344
16	3693
16	3778
16	3875
16	4119
16	4127
16	4186
16	4350
16	4367
16	4474
16	4510
16	4523
16	4836
16	4915
16	4980
17	18
17	738
17	794
17	1043
17	1081
17	1213
17	1240
17	1301
17	1352
17	1589
17	2071
17	2118
17	2228
17	2403
17	2635
17	2792
17	2883
17	2884
17	3248
17	3300
17	3434
17	3481
17	3627
17	3665
17	4177
17	4335
17	4606
17	4704
17	4741
17	4766
17	4790
17	4837
17	4906
18	17
18	673
18	1256
18	1570
18	1589
18	1778
18	1891
18	1969
18	2118
18	2870
18	2902
18	2911
18	3200
18	3240
18	3248
18	3300
18	3379
18	3392
18	3434
18	3481
18	3510
18	3582
18	3616
18	3627
18	3737
18	3814
18	4304
18	4327
18	4502
18	4514
18	4610
18	4768
18	4827
19	94
19	100
19	120
19	337
19	1072
19	1333
19	1693
19	1973
19	2119
19	2151
19	2153
19	2169
19	2431
19	2713
19	2807
19	3010
19	3101
19	3159
19	3203
19	3204
19	3525
19	3576
19	3743
19	3827
19	4107
19	4137
19	4204
19	4261
19	4418
19	4489
19	4511
19	4648
19	4797
20	42
20	113
20	144
20	275
20	494
20	670
20	803
20	1003
20	1040
20	1061
20	1539
20	1577
20	1813
20	2011
20	2292
20	2336
20	2840
20	2983
20	3098
20	3325
20	3676
20	3768
20	3814
20	3859
20	3949
20	4109
20	4222
20	4269
20	4333
20	4349
20	4398
20	4450
20	4570
21	78
21	598
21	905
21	1168
21	1223
21	1372
21	1496
21	1646
21	1854
21	1914
21	2164
21	2244
21	2268
21	2428
21	2611
21	2685
21	2698
21	2775
21	2957
21	3047
21	3239
21	3372
21	3556
21	3597
21	3672
21	3676
21	4090
21	4275
21	4298
21	4461
21	4664
21	4739
21	4931
22	31
22	70
22	148
22	216
22	387
22	1260
22	1379
22	1705
22	1943
22	1999
22	2084
22	2247
22	2463
22	2530
22	2584
22	2715
22	3032
22	3152
22	3505
22	3800
22	3838
22	3878
22	3957
22	4075
22	4218
22	4307
22	4339
22	4408
22	4485
22	4577
22	4621
22	4770
22	4916
23	222
23	257
23	357
23	484
23	1287
23	1302
23	1343
23	1749
23	1791
23	2046
23	2064
23	2110
23	2164
23	2456
23	2710
23	2721
23	2775
23	2810
23	2908
23	3001
23	3009
23	3175
23	3331
23	3462
23	3653
23	3734
23	3912
23	3953
23	4078
23	4212
23	4293
23	4698
23	4817
24	36
24	127
24	320
24	337
24	361
24	404
24	558
24	665
24	783
24	799
24	1021
24	1389
24	1681
24	2398
24	2497
24	2592
24	3099
24	3239
24	3279
24	3296
24	3632
24	3722
24	3944
24	3947
24	4014
24	4060
24	4280
24	4296
24	4348
24	4405
24	4560
24	4633
24	4773
25	349
25	439
25	584
25	711
25	772
25	1105
25	1128
25	1280
25	1387
25	1431
25	1536
25	1670
25	1713
25	1902
25	1947
25	1975
25	2604
25	2821
25	2844
25	2971
25	3174
25	3227
25	3865
25	3960
25	4296
25	4411
25	4561
25	4573
25	4665
25	4765
25	4881
25	4951
25	4973
26	199
26	272
26	290
26	389
26	677
26	787
26	920
26	1074
26	1094
26	1149
26	1326
26	1369
26	1990
26	2136
26	2450
26	2729
26	3160
26	3368
26	3925
26	3940
26	4133
26	4271
26	4313
26	4319
26	4361
26	4493
26	4549
26	4596
26	4795
26	4812
26	4891
26	4918
26	4927
27	13
27	510
27	681
27	817
27	1099
27	1796
27	1814
27	2139
27	2236
27	2457
27	2479
27	2508
27	2579
27	2977
27	3041
27	3058
27	3283
27	3348
27	3665
27	3811
27	3855
27	4035
27	4095
27	4244
27	4334
27	4377
27	4393
27	4537
27	4616
27	4635
27	4665
27	4746
27	4873
28	661
28	1054
28	1385
28	1436
28	1598
28	1938
28	2043
28	2447
28	2497
28	2545
28	2934
28	3110
28	3436
28	3467
28	3485
28	3517
28	3839
28	3852
28	4025
28	4094
28	4120
28	4136
28	4187
28	4299
28	4444
28	4469
28	4514
28	4551
28	4594
28	4724
28	4815
28	4958
28	4963
29	132
29	495
29	565
29	654
29	737
29	891
29	1094
29	1698
29	1986
29	2084
29	2087
29	2195
29	2663
29	2666
29	2764
29	3144
29	3232
29	3235
29	3325
29	3428
29	3433
29	3530
29	3694
29	3795
29	3796
29	3883
29	3935
29	4232
29	4312
29	4684
29	4826
29	4885
29	4961
30	93
30	754
30	970
30	997
30	1056
30	1146
30	1229
30	1234
30	1241
30	1608
30	1655
30	1755
30	1894
30	2489
30	2581
30	2685
30	2725
30	2861
30	2905
30	3174
30	3180
30	3294
30	3365
30	3373
30	3642
30	3777
30	3931
30	4064
30	4245
30	4422
30	4465
30	4503
30	4545
31	22
31	597
31	779
31	938
31	1187
31	1441
31	1537
31	2020
31	2167
31	2241
31	2459
31	2584
31	2958
31	2967
31	3107
31	3167
31	3193
31	3235
31	3443
31	3460
31	3730
31	3797
31	3836
31	3846
31	4413
31	4419
31	4470
31	4482
31	4565
31	4631
31	4636
31	4654
31	4914
32	457
32	519
32	582
32	931
32	950
32	1017
32	1199
32	1381
32	1563
32	1712
32	1903
32	1937
32	2115
32	2178
32	2227
32	2765
32	2820
32	3102
32	3641
32	3879
32	4031
32	4032
32	4040
32	4092
32	4185
32	4277
32	4288
32	4363
32	4448
32	4504
32	4652
32	4810
32	4861
33	170
33	213
33	242
33	268
33	353
33	360
33	552
33	611
33	647
33	684
33	704
33	805
33	955
33	988
33	990
33	1101
33	1335
33	1431
33	1528
33	2329
33	2334
33	2416
33	2492
33	2996
33	3334
33	3393
33	3511
33	4137
33	4188
33	4337
33	4624
33	4821
33	4956
34	5
34	177
34	257
34	414
34	454
34	541
34	1135
34	1488
34	2046
34	2049
34	2071
34	2228
34	2337
34	2372
34	2546
34	2710
34	2713
34	2989
34	3117
34	3224
34	3462
34	3566
34	3637
34	3842
34	3953
